Tamaño del establecimiento;Sectores de actividad CNAE 2009;Componentes del coste;Periodo;Total
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2014T4;500,2
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2014T3;500,57
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2014T2;498,46
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2014T1;498,59
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2013T4;492,72
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2013T3;496,12
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2013T2;495,06
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2013T1;494,94
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2012T4;495,98
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2012T3;498,66
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2012T2;496,49
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2012T1;499,65
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2011T4;499,49
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2011T3;502,16
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2011T2;500,96
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2011T1;498,7
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2010T4;495,86
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2010T3;498,3
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2010T2;496,79
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2010T1;496,76
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2009T4;498,89
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2009T3;500,21
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2009T2;497,35
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2009T1;493,79
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2008T4;490,4
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2008T3;490,43
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2008T2;489,26
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2008T1;484,8
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2024T4;13,85
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2024T3;10,49
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2024T2;10,8
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2024T1;10,51
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2023T4;14,69
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2023T3;13
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2023T2;13,24
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2023T1;11,72
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2022T4;14,65
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2022T3;10,79
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2022T2;12,07
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2022T1;12,37
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2021T4;13,35
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2021T3;9,92
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2021T2;10
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2021T1;8,57
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2020T4;14,05
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2020T3;9,63
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2020T2;10
