Secciones de actividad;Motivos por los que no exiten puestos de trabajo vacantes;Periodo;Total
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2013T4;""
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2013T3;4,7
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2024T4;3,4
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2024T3;2,4
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2024T2;1,3
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2024T1;2,2
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2023T4;2,3
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2023T3;2,5
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2023T2;2,6
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2023T1;2,8
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2022T4;2,1
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2022T3;3,6
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2022T2;2,9
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2022T1;2
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2021T4;2,8
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2021T3;2,1
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2021T2;1,8
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2021T1;2,2
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2020T4;1,5
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2020T3;3
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2020T2;1,7
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2020T1;4,4
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2019T4;2,8
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2019T3;2,4
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2019T2;1,6
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2019T1;1,1
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2018T4;1,6
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2018T3;2,1
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2018T2;2,5
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2018T1;1,6
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2017T4;1,5
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2017T3;2,4
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2017T2;2,3
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2017T1;3,2
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2016T4;1,9
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2016T3;2,9
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2016T2;2,7
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2016T1;3,2
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2015T4;2,5
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2015T3;1,9
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2015T2;2,1
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2015T1;3,6
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2014T4;1,7
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2014T3;1,5
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2014T2;1,6
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2014T1;1,3
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2013T4;""
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Otros;2013T3;2,1
F Construcción;Total;2024T4;100
F Construcción;Total;2024T3;100
F Construcción;Total;2024T2;100
F Construcción;Total;2024T1;100
F Construcción;Total;2023T4;100
F Construcción;Total;2023T3;100
F Construcción;Total;2023T2;100
F Construcción;Total;2023T1;100
F Construcción;Total;2022T4;100
F Construcción;Total;2022T3;100
F Construcción;Total;2022T2;100
F Construcción;Total;2022T1;100
F Construcción;Total;2021T4;100
F Construcción;Total;2021T3;100
F Construcción;Total;2021T2;100
F Construcción;Total;2021T1;100
F Construcción;Total;2020T4;100
F Construcción;Total;2020T3;100
F Construcción;Total;2020T2;100
F Construcción;Total;2020T1;100
F Construcción;Total;2019T4;100
F Construcción;Total;2019T3;100
F Construcción;Total;2019T2;100
F Construcción;Total;2019T1;100
F Construcción;Total;2018T4;100
F Construcción;Total;2018T3;100
F Construcción;Total;2018T2;100
F Construcción;Total;2018T1;100
F Construcción;Total;2017T4;100
F Construcción;Total;2017T3;100
F Construcción;Total;2017T2;100
F Construcción;Total;2017T1;100
F Construcción;Total;2016T4;100
F Construcción;Total;2016T3;100
F Construcción;Total;2016T2;100
F Construcción;Total;2016T1;100
F Construcción;Total;2015T4;100
F Construcción;Total;2015T3;100
F Construcción;Total;2015T2;100
F Construcción;Total;2015T1;100
F Construcción;Total;2014T4;100
F Construcción;Total;2014T3;100
F Construcción;Total;2014T2;100
F Construcción;Total;2014T1;100
F Construcción;Total;2013T4;""
F Construcción;Total;2013T3;100
F Construcción;No se necesita ningún trabajador;2024T4;89,2
F Construcción;No se necesita ningún trabajador;2024T3;89,9
F Construcción;No se necesita ningún trabajador;2024T2;88,5
F Construcción;No se necesita ningún trabajador;2024T1;88,4
F Construcción;No se necesita ningún trabajador;2023T4;90,6
F Construcción;No se necesita ningún trabajador;2023T3;92
F Construcción;No se necesita ningún trabajador;2023T2;92,4
F Construcción;No se necesita ningún trabajador;2023T1;90,8
F Construcción;No se necesita ningún trabajador;2022T4;92,6
F Construcción;No se necesita ningún trabajador;2022T3;92,7
F Construcción;No se necesita ningún trabajador;2022T2;93,2
F Construcción;No se necesita ningún trabajador;2022T1;92,9
F Construcción;No se necesita ningún trabajador;2021T4;94,1
F Construcción;No se necesita ningún trabajador;2021T3;94,7
F Construcción;No se necesita ningún trabajador;2021T2;95
F Construcción;No se necesita ningún trabajador;2021T1;95,6
F Construcción;No se necesita ningún trabajador;2020T4;94,1
F Construcción;No se necesita ningún trabajador;2020T3;94,5
F Construcción;No se necesita ningún trabajador;2020T2;93,6
F Construcción;No se necesita ningún trabajador;2020T1;93,5
F Construcción;No se necesita ningún trabajador;2019T4;92,1
F Construcción;No se necesita ningún trabajador;2019T3;92,8
F Construcción;No se necesita ningún trabajador;2019T2;93
F Construcción;No se necesita ningún trabajador;2019T1;92,3
F Construcción;No se necesita ningún trabajador;2018T4;91,7
F Construcción;No se necesita ningún trabajador;2018T3;91,9
F Construcción;No se necesita ningún trabajador;2018T2;94
F Construcción;No se necesita ningún trabajador;2018T1;93
F Construcción;No se necesita ningún trabajador;2017T4;93,2
F Construcción;No se necesita ningún trabajador;2017T3;92,6
F Construcción;No se necesita ningún trabajador;2017T2;92,6
F Construcción;No se necesita ningún trabajador;2017T1;93,5
F Construcción;No se necesita ningún trabajador;2016T4;94
F Construcción;No se necesita ningún trabajador;2016T3;93,4
F Construcción;No se necesita ningún trabajador;2016T2;93,8
F Construcción;No se necesita ningún trabajador;2016T1;93,6
F Construcción;No se necesita ningún trabajador;2015T4;93,6
F Construcción;No se necesita ningún trabajador;2015T3;93
F Construcción;No se necesita ningún trabajador;2015T2;93,2
F Construcción;No se necesita ningún trabajador;2015T1;93,8
F Construcción;No se necesita ningún trabajador;2014T4;94,6
F Construcción;No se necesita ningún trabajador;2014T3;93,6
F Construcción;No se necesita ningún trabajador;2014T2;94,3
F Construcción;No se necesita ningún trabajador;2014T1;94,7
F Construcción;No se necesita ningún trabajador;2013T4;""
F Construcción;No se necesita ningún trabajador;2013T3;92,6
F Construcción;Elevado coste de contratación;2024T4;5,9
F Construcción;Elevado coste de contratación;2024T3;5,7
F Construcción;Elevado coste de contratación;2024T2;6,7
F Construcción;Elevado coste de contratación;2024T1;6,3
F Construcción;Elevado coste de contratación;2023T4;5,1
F Construcción;Elevado coste de contratación;2023T3;4,6
F Construcción;Elevado coste de contratación;2023T2;4,4
F Construcción;Elevado coste de contratación;2023T1;6,4
F Construcción;Elevado coste de contratación;2022T4;4,4
F Construcción;Elevado coste de contratación;2022T3;3,9
F Construcción;Elevado coste de contratación;2022T2;3,7
F Construcción;Elevado coste de contratación;2022T1;4,8
F Construcción;Elevado coste de contratación;2021T4;3,6
F Construcción;Elevado coste de contratación;2021T3;2,8
F Construcción;Elevado coste de contratación;2021T2;2,8
F Construcción;Elevado coste de contratación;2021T1;3
F Construcción;Elevado coste de contratación;2020T4;3,9
F Construcción;Elevado coste de contratación;2020T3;3,4
F Construcción;Elevado coste de contratación;2020T2;4,1
F Construcción;Elevado coste de contratación;2020T1;3,8
F Construcción;Elevado coste de contratación;2019T4;5,2
F Construcción;Elevado coste de contratación;2019T3;4,9
F Construcción;Elevado coste de contratación;2019T2;4,4
F Construcción;Elevado coste de contratación;2019T1;5,8
F Construcción;Elevado coste de contratación;2018T4;5,6
F Construcción;Elevado coste de contratación;2018T3;5,9
F Construcción;Elevado coste de contratación;2018T2;3,9
F Construcción;Elevado coste de contratación;2018T1;5
F Construcción;Elevado coste de contratación;2017T4;4,9
F Construcción;Elevado coste de contratación;2017T3;4,8
F Construcción;Elevado coste de contratación;2017T2;5,3
F Construcción;Elevado coste de contratación;2017T1;4,5
F Construcción;Elevado coste de contratación;2016T4;4
F Construcción;Elevado coste de contratación;2016T3;4,5
F Construcción;Elevado coste de contratación;2016T2;4,3
F Construcción;Elevado coste de contratación;2016T1;4,9
F Construcción;Elevado coste de contratación;2015T4;4,5
F Construcción;Elevado coste de contratación;2015T3;4,3
F Construcción;Elevado coste de contratación;2015T2;5
F Construcción;Elevado coste de contratación;2015T1;4,4
F Construcción;Elevado coste de contratación;2014T4;3,8
F Construcción;Elevado coste de contratación;2014T3;5,1
F Construcción;Elevado coste de contratación;2014T2;3,9
F Construcción;Elevado coste de contratación;2014T1;3,2
F Construcción;Elevado coste de contratación;2013T4;""
F Construcción;Elevado coste de contratación;2013T3;5,3
