Actividad económica CNAE-09;Clase de indicador;Periodo;Total
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2013T1;64,32
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2012T4;61,06
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2012T3;60,81
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2012T2;62,39
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2012T1;66,52
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2011T4;60,27
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2011T3;52,73
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2011T2;57,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2011T1;52,72
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2010T4;48,18
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2010T3;45,41
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2010T2;53,61
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2010T1;52,15
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2009T4;50,22
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2009T3;51,82
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2009T2;59,08
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2009T1;56,98
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2008T4;52,25
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2008T3;49,24
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2008T2;48,99
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2008T1;47,12
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2024T4;20.716,78
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2024T3;10.437,66
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2024T2;9.376,23
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2024T1;36.584,82
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2023T4;49.808,44
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2023T3;12.355,02
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2023T2;27.103,15
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2023T1;2.798,68
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2022T4;1.698,81
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2022T3;3.418,65
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2022T2;16.960,03
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2022T1;61.888,96
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2021T4;26.475,36
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2021T3;25.071,56
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2021T2;55.500,51
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2021T1;31.052,26
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2020T4;47.670,27
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2020T3;47.349,88
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2020T2;9.236,58
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2020T1;73.174,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2019T4;24.044
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2019T3;21.644,01
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2019T2;11.066,14
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2019T1;33.709,62
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2018T4;55.268,74
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2018T3;6.972
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2018T2;56.554,23
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2018T1;11.424,46
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2017T4;19.007,98
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2017T3;7.279
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2017T2;44.105,25
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2017T1;9.024,84
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2016T4;36.803,12
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2016T3;36.889,59
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2016T2;52.932,89
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2016T1;17.535,15
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2015T4;9.756,27
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2015T3;79.092,22
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2015T2;43.004,91
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2015T1;18.995,06
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2014T4;61.408,49
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2014T3;29.670,19
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2014T2;75.630,87
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2014T1;245.258
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2013T4;56.395,61
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2013T3;74.077,55
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2013T2;96.686,95
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2013T1;86.285,88
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2012T4;106.589,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2012T3;85.284,88
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2012T2;25.720,96
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2012T1;19.647,98
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2011T4;8.179,08
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2011T3;129.103,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2011T2;51.365,32
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2011T1;19.233,96
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2010T4;118.997,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2010T3;112.681,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2010T2;22.360,78
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2010T1;133.017,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2009T4;201.030,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2009T3;688.979,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2009T2;43.803,48
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2009T1;247.066,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2008T4;118.914
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2008T3;170.302,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2008T2;208.515,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste indemnización por trabajador despedido;2008T1;53.451,5
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percepciones por día de IT;2024T4;10,27
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percepciones por día de IT;2024T3;9,3
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percepciones por día de IT;2024T2;11,19
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percepciones por día de IT;2024T1;11,63
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percepciones por día de IT;2023T4;10,89
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percepciones por día de IT;2023T3;9,78
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percepciones por día de IT;2023T2;12,97
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percepciones por día de IT;2023T1;12,12
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percepciones por día de IT;2022T4;10,71
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percepciones por día de IT;2022T3;9,82
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percepciones por día de IT;2022T2;11,12
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percepciones por día de IT;2022T1;11,09
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percepciones por día de IT;2021T4;9,43
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percepciones por día de IT;2021T3;8,21
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percepciones por día de IT;2021T2;9,07
