Tamaño del establecimiento;Sectores de actividad CNAE 2009;Componentes del coste;Periodo;Total
Total;Servicios;Coste salarial ordinario por hora;2018T4;13,05
Total;Servicios;Coste salarial ordinario por hora;2018T3;13,68
Total;Servicios;Coste salarial ordinario por hora;2018T2;12,17
Total;Servicios;Coste salarial ordinario por hora;2018T1;12,53
Total;Servicios;Coste salarial ordinario por hora;2017T4;12,87
Total;Servicios;Coste salarial ordinario por hora;2017T3;13,41
Total;Servicios;Coste salarial ordinario por hora;2017T2;12,33
Total;Servicios;Coste salarial ordinario por hora;2017T1;12,04
Total;Servicios;Coste salarial ordinario por hora;2016T4;12,77
Total;Servicios;Coste salarial ordinario por hora;2016T3;13,47
Total;Servicios;Coste salarial ordinario por hora;2016T2;11,88
Total;Servicios;Coste salarial ordinario por hora;2016T1;12,56
Total;Servicios;Coste salarial ordinario por hora;2015T4;12,61
Total;Servicios;Coste salarial ordinario por hora;2015T3;13,38
Total;Servicios;Coste salarial ordinario por hora;2015T2;12,37
Total;Servicios;Coste salarial ordinario por hora;2015T1;12,18
Total;Servicios;Coste salarial ordinario por hora;2014T4;12,44
Total;Servicios;Coste salarial ordinario por hora;2014T3;13,45
Total;Servicios;Coste salarial ordinario por hora;2014T2;12,35
Total;Servicios;Coste salarial ordinario por hora;2014T1;12,04
Total;Servicios;Coste salarial ordinario por hora;2013T4;12,55
Total;Servicios;Coste salarial ordinario por hora;2013T3;13,42
Total;Servicios;Coste salarial ordinario por hora;2013T2;11,95
Total;Servicios;Coste salarial ordinario por hora;2013T1;12,24
Total;Servicios;Coste salarial ordinario por hora;2012T4;12,65
Total;Servicios;Coste salarial ordinario por hora;2012T3;13,44
Total;Servicios;Coste salarial ordinario por hora;2012T2;12,28
Total;Servicios;Coste salarial ordinario por hora;2012T1;11,96
Total;Servicios;Coste salarial ordinario por hora;2011T4;12,58
Total;Servicios;Coste salarial ordinario por hora;2011T3;13,47
Total;Servicios;Coste salarial ordinario por hora;2011T2;12,16
Total;Servicios;Coste salarial ordinario por hora;2011T1;11,83
Total;Servicios;Coste salarial ordinario por hora;2010T4;12,31
Total;Servicios;Coste salarial ordinario por hora;2010T3;12,91
Total;Servicios;Coste salarial ordinario por hora;2010T2;12,02
Total;Servicios;Coste salarial ordinario por hora;2010T1;11,94
Total;Servicios;Coste salarial ordinario por hora;2009T4;12,2
Total;Servicios;Coste salarial ordinario por hora;2009T3;13,1
Total;Servicios;Coste salarial ordinario por hora;2009T2;12,01
Total;Servicios;Coste salarial ordinario por hora;2009T1;11,69
Total;Servicios;Coste salarial ordinario por hora;2008T4;11,68
Total;Servicios;Coste salarial ordinario por hora;2008T3;12,62
Total;Servicios;Coste salarial ordinario por hora;2008T2;11,05
Total;Servicios;Coste salarial ordinario por hora;2008T1;11,33
Total;Servicios;Otros costes por hora;2024T4;6,27
Total;Servicios;Otros costes por hora;2024T3;6,61
Total;Servicios;Otros costes por hora;2024T2;5,93
Total;Servicios;Otros costes por hora;2024T1;6,05
Total;Servicios;Otros costes por hora;2023T4;6,12
Total;Servicios;Otros costes por hora;2023T3;6,22
Total;Servicios;Otros costes por hora;2023T2;5,81
Total;Servicios;Otros costes por hora;2023T1;5,63
Total;Servicios;Otros costes por hora;2022T4;5,59
Total;Servicios;Otros costes por hora;2022T3;5,77
Total;Servicios;Otros costes por hora;2022T2;5,34
Total;Servicios;Otros costes por hora;2022T1;5,38
Total;Servicios;Otros costes por hora;2021T4;5,46
Total;Servicios;Otros costes por hora;2021T3;5,6
Total;Servicios;Otros costes por hora;2021T2;5,38
Total;Servicios;Otros costes por hora;2021T1;5,42
Total;Servicios;Otros costes por hora;2020T4;5,57
Total;Servicios;Otros costes por hora;2020T3;5,66
Total;Servicios;Otros costes por hora;2020T2;5,86
Total;Servicios;Otros costes por hora;2020T1;5,16
Total;Servicios;Otros costes por hora;2019T4;5,18
Total;Servicios;Otros costes por hora;2019T3;5,43
Total;Servicios;Otros costes por hora;2019T2;5,02
Total;Servicios;Otros costes por hora;2019T1;4,92
Total;Servicios;Otros costes por hora;2018T4;4,97
Total;Servicios;Otros costes por hora;2018T3;5,26
Total;Servicios;Otros costes por hora;2018T2;4,69
Total;Servicios;Otros costes por hora;2018T1;4,85
Total;Servicios;Otros costes por hora;2017T4;4,96
Total;Servicios;Otros costes por hora;2017T3;5,12
Total;Servicios;Otros costes por hora;2017T2;4,73
Total;Servicios;Otros costes por hora;2017T1;4,71
Total;Servicios;Otros costes por hora;2016T4;4,85
Total;Servicios;Otros costes por hora;2016T3;5,13
Total;Servicios;Otros costes por hora;2016T2;4,6
Total;Servicios;Otros costes por hora;2016T1;4,87
Total;Servicios;Otros costes por hora;2015T4;4,84
Total;Servicios;Otros costes por hora;2015T3;5,15
Total;Servicios;Otros costes por hora;2015T2;4,8
Total;Servicios;Otros costes por hora;2015T1;4,76
Total;Servicios;Otros costes por hora;2014T4;4,79
Total;Servicios;Otros costes por hora;2014T3;5,19
Total;Servicios;Otros costes por hora;2014T2;4,79
Total;Servicios;Otros costes por hora;2014T1;4,79
Total;Servicios;Otros costes por hora;2013T4;4,92
Total;Servicios;Otros costes por hora;2013T3;5,24
Total;Servicios;Otros costes por hora;2013T2;4,62
Total;Servicios;Otros costes por hora;2013T1;4,86
Total;Servicios;Otros costes por hora;2012T4;4,85
Total;Servicios;Otros costes por hora;2012T3;5,13
Total;Servicios;Otros costes por hora;2012T2;4,71
Total;Servicios;Otros costes por hora;2012T1;4,72
Total;Servicios;Otros costes por hora;2011T4;4,94
Total;Servicios;Otros costes por hora;2011T3;5,24
Total;Servicios;Otros costes por hora;2011T2;4,8
Total;Servicios;Otros costes por hora;2011T1;4,7
Total;Servicios;Otros costes por hora;2010T4;4,77
Total;Servicios;Otros costes por hora;2010T3;4,93
Total;Servicios;Otros costes por hora;2010T2;4,64
Total;Servicios;Otros costes por hora;2010T1;4,67
Total;Servicios;Otros costes por hora;2009T4;4,74
Total;Servicios;Otros costes por hora;2009T3;5,04
Total;Servicios;Otros costes por hora;2009T2;4,65
Total;Servicios;Otros costes por hora;2009T1;4,65
Total;Servicios;Otros costes por hora;2008T4;4,52
Total;Servicios;Otros costes por hora;2008T3;4,8
Total;Servicios;Otros costes por hora;2008T2;4,3
Total;Servicios;Otros costes por hora;2008T1;4,37
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2024T4;21,14
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2024T3;20,82
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2024T2;19,37
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2024T1;19,13
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2023T4;20,93
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2023T3;19,81
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2023T2;18,99
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2023T1;17,79
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2022T4;19,58
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2022T3;18,81
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2022T2;18,01
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2022T1;17,18
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2021T4;18,95
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2021T3;18,29
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2021T2;17,78
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2021T1;17,3
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2020T4;18,96
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2020T3;18,12
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2020T2;18,99
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2020T1;16,65
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2019T4;17,93
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2019T3;17,49
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2019T2;16,76
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2019T1;15,72
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2018T4;17,54
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2018T3;17,19
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2018T2;15,99
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2018T1;15,67
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2017T4;17,47
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2017T3;16,53
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2017T2;16,09
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2017T1;15
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2016T4;17,07
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2016T3;16,49
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2016T2;15,51
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2016T1;15,64
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2015T4;17,01
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2015T3;16,56
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2015T2;16,15
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2015T1;15,35
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2014T4;16,84
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2014T3;16,68
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2014T2;16,2
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2014T1;15,23
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2013T4;17,12
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2013T3;16,79
De 1 a 49;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2013T2;15,76
