Actividad económica CNAE-09;Periodo;Total
21 Fabricación de productos farmacéuticos;2024T3;33,59
21 Fabricación de productos farmacéuticos;2024T2;36,4
21 Fabricación de productos farmacéuticos;2024T1;36,65
21 Fabricación de productos farmacéuticos;2023T4;31,68
21 Fabricación de productos farmacéuticos;2023T3;32,88
21 Fabricación de productos farmacéuticos;2023T2;33,28
21 Fabricación de productos farmacéuticos;2023T1;34,01
21 Fabricación de productos farmacéuticos;2022T4;34,83
21 Fabricación de productos farmacéuticos;2022T3;31,11
21 Fabricación de productos farmacéuticos;2022T2;30,62
21 Fabricación de productos farmacéuticos;2022T1;31,94
21 Fabricación de productos farmacéuticos;2021T4;30,94
21 Fabricación de productos farmacéuticos;2021T3;35,39
21 Fabricación de productos farmacéuticos;2021T2;34,05
21 Fabricación de productos farmacéuticos;2021T1;33,32
21 Fabricación de productos farmacéuticos;2020T4;33,73
21 Fabricación de productos farmacéuticos;2020T3;39,25
21 Fabricación de productos farmacéuticos;2020T2;33,5
21 Fabricación de productos farmacéuticos;2020T1;32,48
21 Fabricación de productos farmacéuticos;2019T4;37,85
21 Fabricación de productos farmacéuticos;2019T3;35,37
21 Fabricación de productos farmacéuticos;2019T2;34,9
21 Fabricación de productos farmacéuticos;2019T1;34,26
21 Fabricación de productos farmacéuticos;2018T4;37,3
21 Fabricación de productos farmacéuticos;2018T3;31,64
21 Fabricación de productos farmacéuticos;2018T2;29,98
21 Fabricación de productos farmacéuticos;2018T1;33,29
21 Fabricación de productos farmacéuticos;2017T4;32,12
21 Fabricación de productos farmacéuticos;2017T3;32,52
21 Fabricación de productos farmacéuticos;2017T2;30,87
21 Fabricación de productos farmacéuticos;2017T1;32,79
21 Fabricación de productos farmacéuticos;2016T4;33,03
21 Fabricación de productos farmacéuticos;2016T3;28,98
21 Fabricación de productos farmacéuticos;2016T2;29,16
21 Fabricación de productos farmacéuticos;2016T1;32,59
21 Fabricación de productos farmacéuticos;2015T4;32,64
21 Fabricación de productos farmacéuticos;2015T3;29,49
21 Fabricación de productos farmacéuticos;2015T2;30,13
21 Fabricación de productos farmacéuticos;2015T1;30,98
21 Fabricación de productos farmacéuticos;2014T4;29,04
21 Fabricación de productos farmacéuticos;2014T3;28,56
21 Fabricación de productos farmacéuticos;2014T2;24,8
21 Fabricación de productos farmacéuticos;2014T1;30,32
21 Fabricación de productos farmacéuticos;2013T4;30,08
21 Fabricación de productos farmacéuticos;2013T3;28,94
21 Fabricación de productos farmacéuticos;2013T2;31,45
21 Fabricación de productos farmacéuticos;2013T1;28,77
21 Fabricación de productos farmacéuticos;2012T4;35,92
21 Fabricación de productos farmacéuticos;2012T3;33,22
21 Fabricación de productos farmacéuticos;2012T2;35,4
21 Fabricación de productos farmacéuticos;2012T1;34,01
21 Fabricación de productos farmacéuticos;2011T4;28,78
21 Fabricación de productos farmacéuticos;2011T3;32,02
21 Fabricación de productos farmacéuticos;2011T2;30,34
21 Fabricación de productos farmacéuticos;2011T1;33,77
21 Fabricación de productos farmacéuticos;2010T4;32,57
21 Fabricación de productos farmacéuticos;2010T3;34,81
21 Fabricación de productos farmacéuticos;2010T2;34,52
21 Fabricación de productos farmacéuticos;2010T1;34,42
21 Fabricación de productos farmacéuticos;2009T4;32,17
21 Fabricación de productos farmacéuticos;2009T3;34,73
21 Fabricación de productos farmacéuticos;2009T2;29,96
21 Fabricación de productos farmacéuticos;2009T1;31,81
21 Fabricación de productos farmacéuticos;2008T4;28,73
21 Fabricación de productos farmacéuticos;2008T3;33,08
21 Fabricación de productos farmacéuticos;2008T2;32,87
21 Fabricación de productos farmacéuticos;2008T1;32,95
22 Fabricación de productos de caucho y plásticos;2024T4;25,54
22 Fabricación de productos de caucho y plásticos;2024T3;24,67
22 Fabricación de productos de caucho y plásticos;2024T2;24,77
22 Fabricación de productos de caucho y plásticos;2024T1;22,35
22 Fabricación de productos de caucho y plásticos;2023T4;24,76
22 Fabricación de productos de caucho y plásticos;2023T3;23,52
22 Fabricación de productos de caucho y plásticos;2023T2;22,17
22 Fabricación de productos de caucho y plásticos;2023T1;23,33
22 Fabricación de productos de caucho y plásticos;2022T4;22,37
22 Fabricación de productos de caucho y plásticos;2022T3;22,68
22 Fabricación de productos de caucho y plásticos;2022T2;21,63
22 Fabricación de productos de caucho y plásticos;2022T1;22,12
22 Fabricación de productos de caucho y plásticos;2021T4;21,16
22 Fabricación de productos de caucho y plásticos;2021T3;22,22
22 Fabricación de productos de caucho y plásticos;2021T2;20,77
22 Fabricación de productos de caucho y plásticos;2021T1;23,06
22 Fabricación de productos de caucho y plásticos;2020T4;23,66
22 Fabricación de productos de caucho y plásticos;2020T3;23,81
22 Fabricación de productos de caucho y plásticos;2020T2;20,05
22 Fabricación de productos de caucho y plásticos;2020T1;20,15
22 Fabricación de productos de caucho y plásticos;2019T4;23,68
22 Fabricación de productos de caucho y plásticos;2019T3;24,61
22 Fabricación de productos de caucho y plásticos;2019T2;23,26
22 Fabricación de productos de caucho y plásticos;2019T1;21,97
22 Fabricación de productos de caucho y plásticos;2018T4;21,77
22 Fabricación de productos de caucho y plásticos;2018T3;23,47
22 Fabricación de productos de caucho y plásticos;2018T2;22,96
22 Fabricación de productos de caucho y plásticos;2018T1;22,54
22 Fabricación de productos de caucho y plásticos;2017T4;22,71
22 Fabricación de productos de caucho y plásticos;2017T3;22,39
22 Fabricación de productos de caucho y plásticos;2017T2;20,95
22 Fabricación de productos de caucho y plásticos;2017T1;20,6
22 Fabricación de productos de caucho y plásticos;2016T4;20,33
22 Fabricación de productos de caucho y plásticos;2016T3;20,37
22 Fabricación de productos de caucho y plásticos;2016T2;19,21
22 Fabricación de productos de caucho y plásticos;2016T1;19,24
22 Fabricación de productos de caucho y plásticos;2015T4;17,99
22 Fabricación de productos de caucho y plásticos;2015T3;19,39
22 Fabricación de productos de caucho y plásticos;2015T2;19,62
22 Fabricación de productos de caucho y plásticos;2015T1;20,13
22 Fabricación de productos de caucho y plásticos;2014T4;19,23
22 Fabricación de productos de caucho y plásticos;2014T3;21,28
22 Fabricación de productos de caucho y plásticos;2014T2;18,17
22 Fabricación de productos de caucho y plásticos;2014T1;19,06
22 Fabricación de productos de caucho y plásticos;2013T4;21,5
22 Fabricación de productos de caucho y plásticos;2013T3;20,75
22 Fabricación de productos de caucho y plásticos;2013T2;18,63
22 Fabricación de productos de caucho y plásticos;2013T1;19,14
22 Fabricación de productos de caucho y plásticos;2012T4;21,75
22 Fabricación de productos de caucho y plásticos;2012T3;23,44
22 Fabricación de productos de caucho y plásticos;2012T2;20,9
22 Fabricación de productos de caucho y plásticos;2012T1;22,33
22 Fabricación de productos de caucho y plásticos;2011T4;21,99
22 Fabricación de productos de caucho y plásticos;2011T3;21,4
22 Fabricación de productos de caucho y plásticos;2011T2;19,96
22 Fabricación de productos de caucho y plásticos;2011T1;21,54
22 Fabricación de productos de caucho y plásticos;2010T4;20,64
22 Fabricación de productos de caucho y plásticos;2010T3;21,16
22 Fabricación de productos de caucho y plásticos;2010T2;21,93
22 Fabricación de productos de caucho y plásticos;2010T1;23,52
22 Fabricación de productos de caucho y plásticos;2009T4;20,08
22 Fabricación de productos de caucho y plásticos;2009T3;20,6
22 Fabricación de productos de caucho y plásticos;2009T2;21,66
22 Fabricación de productos de caucho y plásticos;2009T1;28,93
22 Fabricación de productos de caucho y plásticos;2008T4;23,89
22 Fabricación de productos de caucho y plásticos;2008T3;22,37
22 Fabricación de productos de caucho y plásticos;2008T2;21,89
22 Fabricación de productos de caucho y plásticos;2008T1;22,81
23 Fabricación de otros productos minerales no metálicos;2024T4;23,17
23 Fabricación de otros productos minerales no metálicos;2024T3;24,22
23 Fabricación de otros productos minerales no metálicos;2024T2;27,35
23 Fabricación de otros productos minerales no metálicos;2024T1;23,85
23 Fabricación de otros productos minerales no metálicos;2023T4;24,96
23 Fabricación de otros productos minerales no metálicos;2023T3;26,35
23 Fabricación de otros productos minerales no metálicos;2023T2;24,39
23 Fabricación de otros productos minerales no metálicos;2023T1;22,39
23 Fabricación de otros productos minerales no metálicos;2022T4;22,99
23 Fabricación de otros productos minerales no metálicos;2022T3;23,25
23 Fabricación de otros productos minerales no metálicos;2022T2;22,7
23 Fabricación de otros productos minerales no metálicos;2022T1;22,23
23 Fabricación de otros productos minerales no metálicos;2021T4;22,52
23 Fabricación de otros productos minerales no metálicos;2021T3;22,45
23 Fabricación de otros productos minerales no metálicos;2021T2;22,18
23 Fabricación de otros productos minerales no metálicos;2021T1;22,09
23 Fabricación de otros productos minerales no metálicos;2020T4;21,88
23 Fabricación de otros productos minerales no metálicos;2020T3;21,35
23 Fabricación de otros productos minerales no metálicos;2020T2;21,8
23 Fabricación de otros productos minerales no metálicos;2020T1;20,29
23 Fabricación de otros productos minerales no metálicos;2019T4;20,25
23 Fabricación de otros productos minerales no metálicos;2019T3;20,73
23 Fabricación de otros productos minerales no metálicos;2019T2;21,77
23 Fabricación de otros productos minerales no metálicos;2019T1;19,76
23 Fabricación de otros productos minerales no metálicos;2018T4;21,35
23 Fabricación de otros productos minerales no metálicos;2018T3;20,46
23 Fabricación de otros productos minerales no metálicos;2018T2;20,46
23 Fabricación de otros productos minerales no metálicos;2018T1;20,68
23 Fabricación de otros productos minerales no metálicos;2017T4;20,9
23 Fabricación de otros productos minerales no metálicos;2017T3;21,35
23 Fabricación de otros productos minerales no metálicos;2017T2;21,2
23 Fabricación de otros productos minerales no metálicos;2017T1;21,95
23 Fabricación de otros productos minerales no metálicos;2016T4;21,33
23 Fabricación de otros productos minerales no metálicos;2016T3;22,47
23 Fabricación de otros productos minerales no metálicos;2016T2;21,73
23 Fabricación de otros productos minerales no metálicos;2016T1;22,14
23 Fabricación de otros productos minerales no metálicos;2015T4;27,79
23 Fabricación de otros productos minerales no metálicos;2015T3;20,33
23 Fabricación de otros productos minerales no metálicos;2015T2;21,75
23 Fabricación de otros productos minerales no metálicos;2015T1;20,99
23 Fabricación de otros productos minerales no metálicos;2014T4;20,03
23 Fabricación de otros productos minerales no metálicos;2014T3;21,64
23 Fabricación de otros productos minerales no metálicos;2014T2;20,26
23 Fabricación de otros productos minerales no metálicos;2014T1;20,64
23 Fabricación de otros productos minerales no metálicos;2013T4;19,78
23 Fabricación de otros productos minerales no metálicos;2013T3;19,59
23 Fabricación de otros productos minerales no metálicos;2013T2;21,84
23 Fabricación de otros productos minerales no metálicos;2013T1;21,38
23 Fabricación de otros productos minerales no metálicos;2012T4;20,85
23 Fabricación de otros productos minerales no metálicos;2012T3;21,67
23 Fabricación de otros productos minerales no metálicos;2012T2;20,28
23 Fabricación de otros productos minerales no metálicos;2012T1;20,69
23 Fabricación de otros productos minerales no metálicos;2011T4;22,45
23 Fabricación de otros productos minerales no metálicos;2011T3;19,8
23 Fabricación de otros productos minerales no metálicos;2011T2;20,73
23 Fabricación de otros productos minerales no metálicos;2011T1;19,32
23 Fabricación de otros productos minerales no metálicos;2010T4;20,09
23 Fabricación de otros productos minerales no metálicos;2010T3;18,89
23 Fabricación de otros productos minerales no metálicos;2010T2;17,97
23 Fabricación de otros productos minerales no metálicos;2010T1;18,26
23 Fabricación de otros productos minerales no metálicos;2009T4;20,16
23 Fabricación de otros productos minerales no metálicos;2009T3;18,76
23 Fabricación de otros productos minerales no metálicos;2009T2;20,14
23 Fabricación de otros productos minerales no metálicos;2009T1;19,87
23 Fabricación de otros productos minerales no metálicos;2008T4;20,74
23 Fabricación de otros productos minerales no metálicos;2008T3;19,82
23 Fabricación de otros productos minerales no metálicos;2008T2;16,93
23 Fabricación de otros productos minerales no metálicos;2008T1;19,24
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2024T4;25,32
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2024T3;24,19
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2024T2;23,59
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2024T1;23,43
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2023T4;25,73
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2023T3;22,94
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2023T2;22,73
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2023T1;23,93
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2022T4;23,27
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2022T3;24,96
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2022T2;22,2
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2022T1;22,04
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2021T4;23,81
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2021T3;22,13
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2021T2;22,47
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2021T1;21,03
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2020T4;22,02
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2020T3;21,03
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2020T2;23,1
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2020T1;22,95
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2019T4;22,75
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2019T3;22,08
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2019T2;22,18
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2019T1;23,45
24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;2018T4;23,49
