Comunidad autónoma;Motivos por los que no exiten puestos de trabajo vacantes;Periodo;Total
14 Murcia, Región de;Otros;2021T4;1,5
14 Murcia, Región de;Otros;2021T3;2,2
14 Murcia, Región de;Otros;2021T2;1,9
14 Murcia, Región de;Otros;2021T1;3,1
14 Murcia, Región de;Otros;2020T4;1
14 Murcia, Región de;Otros;2020T3;1,7
14 Murcia, Región de;Otros;2020T2;2,1
14 Murcia, Región de;Otros;2020T1;3,3
14 Murcia, Región de;Otros;2019T4;1,8
14 Murcia, Región de;Otros;2019T3;1
14 Murcia, Región de;Otros;2019T2;1,6
14 Murcia, Región de;Otros;2019T1;3
14 Murcia, Región de;Otros;2018T4;2
14 Murcia, Región de;Otros;2018T3;2,1
14 Murcia, Región de;Otros;2018T2;1,5
14 Murcia, Región de;Otros;2018T1;1,9
14 Murcia, Región de;Otros;2017T4;2,1
14 Murcia, Región de;Otros;2017T3;2,6
14 Murcia, Región de;Otros;2017T2;2,8
14 Murcia, Región de;Otros;2017T1;1,6
14 Murcia, Región de;Otros;2016T4;1,4
14 Murcia, Región de;Otros;2016T3;1,3
14 Murcia, Región de;Otros;2016T2;2,1
14 Murcia, Región de;Otros;2016T1;1
14 Murcia, Región de;Otros;2015T4;1,9
14 Murcia, Región de;Otros;2015T3;1,1
14 Murcia, Región de;Otros;2015T2;2,4
14 Murcia, Región de;Otros;2015T1;1,5
14 Murcia, Región de;Otros;2014T4;1,9
14 Murcia, Región de;Otros;2014T3;3,6
14 Murcia, Región de;Otros;2014T2;2,3
14 Murcia, Región de;Otros;2014T1;1,7
14 Murcia, Región de;Otros;2013T4;1,5
14 Murcia, Región de;Otros;2013T3;1,1
15 Navarra, Comunidad Foral de;Total;2024T4;100
15 Navarra, Comunidad Foral de;Total;2024T3;100
15 Navarra, Comunidad Foral de;Total;2024T2;100
15 Navarra, Comunidad Foral de;Total;2024T1;100
15 Navarra, Comunidad Foral de;Total;2023T4;100
15 Navarra, Comunidad Foral de;Total;2023T3;100
15 Navarra, Comunidad Foral de;Total;2023T2;100
15 Navarra, Comunidad Foral de;Total;2023T1;100
15 Navarra, Comunidad Foral de;Total;2022T4;100
15 Navarra, Comunidad Foral de;Total;2022T3;100
15 Navarra, Comunidad Foral de;Total;2022T2;100
15 Navarra, Comunidad Foral de;Total;2022T1;100
15 Navarra, Comunidad Foral de;Total;2021T4;100
15 Navarra, Comunidad Foral de;Total;2021T3;100
15 Navarra, Comunidad Foral de;Total;2021T2;100
15 Navarra, Comunidad Foral de;Total;2021T1;100
15 Navarra, Comunidad Foral de;Total;2020T4;100
15 Navarra, Comunidad Foral de;Total;2020T3;100
15 Navarra, Comunidad Foral de;Total;2020T2;100
15 Navarra, Comunidad Foral de;Total;2020T1;100
15 Navarra, Comunidad Foral de;Total;2019T4;100
15 Navarra, Comunidad Foral de;Total;2019T3;100
15 Navarra, Comunidad Foral de;Total;2019T2;100
15 Navarra, Comunidad Foral de;Total;2019T1;100
15 Navarra, Comunidad Foral de;Total;2018T4;100
15 Navarra, Comunidad Foral de;Total;2018T3;100
15 Navarra, Comunidad Foral de;Total;2018T2;100
15 Navarra, Comunidad Foral de;Total;2018T1;100
15 Navarra, Comunidad Foral de;Total;2017T4;100
15 Navarra, Comunidad Foral de;Total;2017T3;100
15 Navarra, Comunidad Foral de;Total;2017T2;100
15 Navarra, Comunidad Foral de;Total;2017T1;100
15 Navarra, Comunidad Foral de;Total;2016T4;100
15 Navarra, Comunidad Foral de;Total;2016T3;100
15 Navarra, Comunidad Foral de;Total;2016T2;100
15 Navarra, Comunidad Foral de;Total;2016T1;100
15 Navarra, Comunidad Foral de;Total;2015T4;100
15 Navarra, Comunidad Foral de;Total;2015T3;100
15 Navarra, Comunidad Foral de;Total;2015T2;100
15 Navarra, Comunidad Foral de;Total;2015T1;100
15 Navarra, Comunidad Foral de;Total;2014T4;100
15 Navarra, Comunidad Foral de;Total;2014T3;100
15 Navarra, Comunidad Foral de;Total;2014T2;100
15 Navarra, Comunidad Foral de;Total;2014T1;100
15 Navarra, Comunidad Foral de;Total;2013T4;100
15 Navarra, Comunidad Foral de;Total;2013T3;100
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2024T4;95,3
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2024T3;94
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2024T2;95
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2024T1;95,7
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2023T4;93,7
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2023T3;95
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2023T2;93,5
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2023T1;92,7
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2022T4;94,6
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2022T3;95
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2022T2;93,2
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2022T1;93,5
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2021T4;94,8
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2021T3;95,6
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2021T2;97,2
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2021T1;97
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2020T4;96,2
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2020T3;96,5
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2020T2;96,3
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2020T1;96,6
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2019T4;97,2
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2019T3;95,9
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2019T2;95,8
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2019T1;96,8
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2018T4;94,9
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2018T3;96,2
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2018T2;95,6
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2018T1;95,6
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2017T4;96
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2017T3;95,5
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2017T2;98
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2017T1;95,7
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2016T4;96
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2016T3;95,7
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2016T2;95,7
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2016T1;96,1
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2015T4;95,1
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2015T3;96,1
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2015T2;94,2
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2015T1;93
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2014T4;92,3
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2014T3;93,5
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2014T2;93,3
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2014T1;91,6
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2013T4;94,6
15 Navarra, Comunidad Foral de;No se necesita ningún trabajador;2013T3;97,3
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2024T4;2
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2024T3;2,5
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2024T2;2,1
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2024T1;1,6
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2023T4;3,2
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2023T3;1,9
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2023T2;2,1
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2023T1;2,3
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2022T4;2,1
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2022T3;2,3
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2022T2;2,7
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2022T1;2,1
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2021T4;1,3
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2021T3;1,1
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2021T2;0,6
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2021T1;1,3
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2020T4;1,7
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2020T3;1,2
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2020T2;1,1
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2020T1;1
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2019T4;1
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2019T3;1
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2019T2;1,1
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2019T1;2,1
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2018T4;3
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2018T3;2
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2018T2;1,1
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2018T1;1,6
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2017T4;3
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2017T3;1,6
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2017T2;0,6
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2017T1;1,6
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2016T4;2,2
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2016T3;2,7
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2016T2;2
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2016T1;1,8
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2015T4;2,6
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2015T3;2,1
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2015T2;2,9
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2015T1;4
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2014T4;4,1
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2014T3;3,4
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2014T2;1,8
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2014T1;6,1
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2013T4;4,1
15 Navarra, Comunidad Foral de;Elevado coste de contratación;2013T3;1,4
15 Navarra, Comunidad Foral de;Otros;2024T4;2,7
15 Navarra, Comunidad Foral de;Otros;2024T3;3,5
15 Navarra, Comunidad Foral de;Otros;2024T2;2,9
15 Navarra, Comunidad Foral de;Otros;2024T1;2,7
15 Navarra, Comunidad Foral de;Otros;2023T4;3,1
15 Navarra, Comunidad Foral de;Otros;2023T3;3,1
15 Navarra, Comunidad Foral de;Otros;2023T2;4,4
15 Navarra, Comunidad Foral de;Otros;2023T1;5
15 Navarra, Comunidad Foral de;Otros;2022T4;3,3
15 Navarra, Comunidad Foral de;Otros;2022T3;2,7
15 Navarra, Comunidad Foral de;Otros;2022T2;4,1
15 Navarra, Comunidad Foral de;Otros;2022T1;4,4
15 Navarra, Comunidad Foral de;Otros;2021T4;3,9
15 Navarra, Comunidad Foral de;Otros;2021T3;3,3
15 Navarra, Comunidad Foral de;Otros;2021T2;2,2
15 Navarra, Comunidad Foral de;Otros;2021T1;1,7
15 Navarra, Comunidad Foral de;Otros;2020T4;2,1
15 Navarra, Comunidad Foral de;Otros;2020T3;2,3
15 Navarra, Comunidad Foral de;Otros;2020T2;2,6
15 Navarra, Comunidad Foral de;Otros;2020T1;2,4
15 Navarra, Comunidad Foral de;Otros;2019T4;1,8
15 Navarra, Comunidad Foral de;Otros;2019T3;3,1
15 Navarra, Comunidad Foral de;Otros;2019T2;3,1
15 Navarra, Comunidad Foral de;Otros;2019T1;1,1
15 Navarra, Comunidad Foral de;Otros;2018T4;2,1
15 Navarra, Comunidad Foral de;Otros;2018T3;1,8
15 Navarra, Comunidad Foral de;Otros;2018T2;3,3
15 Navarra, Comunidad Foral de;Otros;2018T1;2,8
15 Navarra, Comunidad Foral de;Otros;2017T4;1
15 Navarra, Comunidad Foral de;Otros;2017T3;2,9
15 Navarra, Comunidad Foral de;Otros;2017T2;1,4
15 Navarra, Comunidad Foral de;Otros;2017T1;2,7
15 Navarra, Comunidad Foral de;Otros;2016T4;1,8
15 Navarra, Comunidad Foral de;Otros;2016T3;1,6
15 Navarra, Comunidad Foral de;Otros;2016T2;2,3
15 Navarra, Comunidad Foral de;Otros;2016T1;2,1
15 Navarra, Comunidad Foral de;Otros;2015T4;2,3
15 Navarra, Comunidad Foral de;Otros;2015T3;1,8
15 Navarra, Comunidad Foral de;Otros;2015T2;2,9
15 Navarra, Comunidad Foral de;Otros;2015T1;3
15 Navarra, Comunidad Foral de;Otros;2014T4;3,6
15 Navarra, Comunidad Foral de;Otros;2014T3;3,1
15 Navarra, Comunidad Foral de;Otros;2014T2;4,9
15 Navarra, Comunidad Foral de;Otros;2014T1;2,4
15 Navarra, Comunidad Foral de;Otros;2013T4;1,4
15 Navarra, Comunidad Foral de;Otros;2013T3;1,3
16 País Vasco;Total;2024T4;100
16 País Vasco;Total;2024T3;100
16 País Vasco;Total;2024T2;100
16 País Vasco;Total;2024T1;100
16 País Vasco;Total;2023T4;100
16 País Vasco;Total;2023T3;100
16 País Vasco;Total;2023T2;100
16 País Vasco;Total;2023T1;100
16 País Vasco;Total;2022T4;100
16 País Vasco;Total;2022T3;100
16 País Vasco;Total;2022T2;100
16 País Vasco;Total;2022T1;100
16 País Vasco;Total;2021T4;100
16 País Vasco;Total;2021T3;100
16 País Vasco;Total;2021T2;100
16 País Vasco;Total;2021T1;100
16 País Vasco;Total;2020T4;100
16 País Vasco;Total;2020T3;100
16 País Vasco;Total;2020T2;100
16 País Vasco;Total;2020T1;100
16 País Vasco;Total;2019T4;100
16 País Vasco;Total;2019T3;100
16 País Vasco;Total;2019T2;100
16 País Vasco;Total;2019T1;100
16 País Vasco;Total;2018T4;100
16 País Vasco;Total;2018T3;100
16 País Vasco;Total;2018T2;100
16 País Vasco;Total;2018T1;100
16 País Vasco;Total;2017T4;100
16 País Vasco;Total;2017T3;100
16 País Vasco;Total;2017T2;100
16 País Vasco;Total;2017T1;100
16 País Vasco;Total;2016T4;100
16 País Vasco;Total;2016T3;100
16 País Vasco;Total;2016T2;100
16 País Vasco;Total;2016T1;100
16 País Vasco;Total;2015T4;100
16 País Vasco;Total;2015T3;100
16 País Vasco;Total;2015T2;100
16 País Vasco;Total;2015T1;100
16 País Vasco;Total;2014T4;100
16 País Vasco;Total;2014T3;100
16 País Vasco;Total;2014T2;100
16 País Vasco;Total;2014T1;100
16 País Vasco;Total;2013T4;100
16 País Vasco;Total;2013T3;100
16 País Vasco;No se necesita ningún trabajador;2024T4;92,6
16 País Vasco;No se necesita ningún trabajador;2024T3;92,2
16 País Vasco;No se necesita ningún trabajador;2024T2;93,6
16 País Vasco;No se necesita ningún trabajador;2024T1;91,3
16 País Vasco;No se necesita ningún trabajador;2023T4;92,3
16 País Vasco;No se necesita ningún trabajador;2023T3;93,6
16 País Vasco;No se necesita ningún trabajador;2023T2;91,4
16 País Vasco;No se necesita ningún trabajador;2023T1;94,1
16 País Vasco;No se necesita ningún trabajador;2022T4;93,4
16 País Vasco;No se necesita ningún trabajador;2022T3;93,2
16 País Vasco;No se necesita ningún trabajador;2022T2;92,9
16 País Vasco;No se necesita ningún trabajador;2022T1;94,6
16 País Vasco;No se necesita ningún trabajador;2021T4;91,8
16 País Vasco;No se necesita ningún trabajador;2021T3;95
16 País Vasco;No se necesita ningún trabajador;2021T2;94
16 País Vasco;No se necesita ningún trabajador;2021T1;94,7
16 País Vasco;No se necesita ningún trabajador;2020T4;95,7
16 País Vasco;No se necesita ningún trabajador;2020T3;95,7
16 País Vasco;No se necesita ningún trabajador;2020T2;93,7
16 País Vasco;No se necesita ningún trabajador;2020T1;94,4
16 País Vasco;No se necesita ningún trabajador;2019T4;92,6
16 País Vasco;No se necesita ningún trabajador;2019T3;93,7
16 País Vasco;No se necesita ningún trabajador;2019T2;94,2
16 País Vasco;No se necesita ningún trabajador;2019T1;95,8
16 País Vasco;No se necesita ningún trabajador;2018T4;95,5
16 País Vasco;No se necesita ningún trabajador;2018T3;95,7
16 País Vasco;No se necesita ningún trabajador;2018T2;94,1
16 País Vasco;No se necesita ningún trabajador;2018T1;94,1
16 País Vasco;No se necesita ningún trabajador;2017T4;96,6
16 País Vasco;No se necesita ningún trabajador;2017T3;93,2
16 País Vasco;No se necesita ningún trabajador;2017T2;93,5
16 País Vasco;No se necesita ningún trabajador;2017T1;94,8
16 País Vasco;No se necesita ningún trabajador;2016T4;94,9
16 País Vasco;No se necesita ningún trabajador;2016T3;95
16 País Vasco;No se necesita ningún trabajador;2016T2;95,5
16 País Vasco;No se necesita ningún trabajador;2016T1;95,5
16 País Vasco;No se necesita ningún trabajador;2015T4;93,2
16 País Vasco;No se necesita ningún trabajador;2015T3;95,6
16 País Vasco;No se necesita ningún trabajador;2015T2;96,3
16 País Vasco;No se necesita ningún trabajador;2015T1;94
16 País Vasco;No se necesita ningún trabajador;2014T4;95,8
16 País Vasco;No se necesita ningún trabajador;2014T3;94,1
16 País Vasco;No se necesita ningún trabajador;2014T2;93,1
16 País Vasco;No se necesita ningún trabajador;2014T1;97
16 País Vasco;No se necesita ningún trabajador;2013T4;94,5
16 País Vasco;No se necesita ningún trabajador;2013T3;96,8
16 País Vasco;Elevado coste de contratación;2024T4;4,1
16 País Vasco;Elevado coste de contratación;2024T3;3,2
16 País Vasco;Elevado coste de contratación;2024T2;3,5
16 País Vasco;Elevado coste de contratación;2024T1;4
16 País Vasco;Elevado coste de contratación;2023T4;3,9
16 País Vasco;Elevado coste de contratación;2023T3;3,6
16 País Vasco;Elevado coste de contratación;2023T2;4,9
16 País Vasco;Elevado coste de contratación;2023T1;4
16 País Vasco;Elevado coste de contratación;2022T4;4,2
16 País Vasco;Elevado coste de contratación;2022T3;3,3
16 País Vasco;Elevado coste de contratación;2022T2;5,2
16 País Vasco;Elevado coste de contratación;2022T1;4,2
16 País Vasco;Elevado coste de contratación;2021T4;5,3
16 País Vasco;Elevado coste de contratación;2021T3;3,5
16 País Vasco;Elevado coste de contratación;2021T2;3,1
16 País Vasco;Elevado coste de contratación;2021T1;3,7
16 País Vasco;Elevado coste de contratación;2020T4;2,4
16 País Vasco;Elevado coste de contratación;2020T3;2,2
16 País Vasco;Elevado coste de contratación;2020T2;3,6
16 País Vasco;Elevado coste de contratación;2020T1;2,6
16 País Vasco;Elevado coste de contratación;2019T4;4,1
16 País Vasco;Elevado coste de contratación;2019T3;3,6
16 País Vasco;Elevado coste de contratación;2019T2;2,5
16 País Vasco;Elevado coste de contratación;2019T1;2
16 País Vasco;Elevado coste de contratación;2018T4;2,2
16 País Vasco;Elevado coste de contratación;2018T3;2,4
16 País Vasco;Elevado coste de contratación;2018T2;3,4
16 País Vasco;Elevado coste de contratación;2018T1;3,4
16 País Vasco;Elevado coste de contratación;2017T4;1,8
16 País Vasco;Elevado coste de contratación;2017T3;3,6
16 País Vasco;Elevado coste de contratación;2017T2;4,3
16 País Vasco;Elevado coste de contratación;2017T1;3,8
16 País Vasco;Elevado coste de contratación;2016T4;3,8
16 País Vasco;Elevado coste de contratación;2016T3;3,3
16 País Vasco;Elevado coste de contratación;2016T2;2,9
16 País Vasco;Elevado coste de contratación;2016T1;2,8
16 País Vasco;Elevado coste de contratación;2015T4;5,2
16 País Vasco;Elevado coste de contratación;2015T3;3
16 País Vasco;Elevado coste de contratación;2015T2;2,4
16 País Vasco;Elevado coste de contratación;2015T1;3,5
16 País Vasco;Elevado coste de contratación;2014T4;2,6
16 País Vasco;Elevado coste de contratación;2014T3;4,2
16 País Vasco;Elevado coste de contratación;2014T2;3,1
16 País Vasco;Elevado coste de contratación;2014T1;1,1
16 País Vasco;Elevado coste de contratación;2013T4;1,6
16 País Vasco;Elevado coste de contratación;2013T3;1,3
16 País Vasco;Otros;2024T4;3,3
16 País Vasco;Otros;2024T3;4,6
16 País Vasco;Otros;2024T2;2,9
16 País Vasco;Otros;2024T1;4,7
16 País Vasco;Otros;2023T4;3,8
16 País Vasco;Otros;2023T3;2,8
16 País Vasco;Otros;2023T2;3,7
16 País Vasco;Otros;2023T1;1,9
16 País Vasco;Otros;2022T4;2,4
16 País Vasco;Otros;2022T3;3,5
16 País Vasco;Otros;2022T2;1,9
16 País Vasco;Otros;2022T1;1,2
16 País Vasco;Otros;2021T4;2,9
16 País Vasco;Otros;2021T3;1,5
16 País Vasco;Otros;2021T2;2,9
16 País Vasco;Otros;2021T1;1,6
16 País Vasco;Otros;2020T4;1,9
16 País Vasco;Otros;2020T3;2,1
16 País Vasco;Otros;2020T2;2,7
16 País Vasco;Otros;2020T1;3
16 País Vasco;Otros;2019T4;3,3
16 País Vasco;Otros;2019T3;2,7
16 País Vasco;Otros;2019T2;3,3
16 País Vasco;Otros;2019T1;2,2
16 País Vasco;Otros;2018T4;2,3
16 País Vasco;Otros;2018T3;1,9
16 País Vasco;Otros;2018T2;2,5
16 País Vasco;Otros;2018T1;2,5
16 País Vasco;Otros;2017T4;1,6
16 País Vasco;Otros;2017T3;3,2
16 País Vasco;Otros;2017T2;2,2
16 País Vasco;Otros;2017T1;1,4
16 País Vasco;Otros;2016T4;1,3
16 País Vasco;Otros;2016T3;1,7
16 País Vasco;Otros;2016T2;1,6
16 País Vasco;Otros;2016T1;1,7
16 País Vasco;Otros;2015T4;1,6
16 País Vasco;Otros;2015T3;1,4
16 País Vasco;Otros;2015T2;1,3
16 País Vasco;Otros;2015T1;2,5
16 País Vasco;Otros;2014T4;1,6
16 País Vasco;Otros;2014T3;1,7
16 País Vasco;Otros;2014T2;3,7
16 País Vasco;Otros;2014T1;1,9
16 País Vasco;Otros;2013T4;4
16 País Vasco;Otros;2013T3;1,9
17 Rioja, La;Total;2024T4;100
17 Rioja, La;Total;2024T3;100
17 Rioja, La;Total;2024T2;100
17 Rioja, La;Total;2024T1;100
17 Rioja, La;Total;2023T4;100
17 Rioja, La;Total;2023T3;100
17 Rioja, La;Total;2023T2;100
17 Rioja, La;Total;2023T1;100
17 Rioja, La;Total;2022T4;100
17 Rioja, La;Total;2022T3;100
17 Rioja, La;Total;2022T2;100
17 Rioja, La;Total;2022T1;100
17 Rioja, La;Total;2021T4;100
17 Rioja, La;Total;2021T3;100
17 Rioja, La;Total;2021T2;100
17 Rioja, La;Total;2021T1;100
17 Rioja, La;Total;2020T4;100
17 Rioja, La;Total;2020T3;100
17 Rioja, La;Total;2020T2;100
17 Rioja, La;Total;2020T1;100
17 Rioja, La;Total;2019T4;100
17 Rioja, La;Total;2019T3;100
17 Rioja, La;Total;2019T2;100
17 Rioja, La;Total;2019T1;100
17 Rioja, La;Total;2018T4;100
17 Rioja, La;Total;2018T3;100
17 Rioja, La;Total;2018T2;100
17 Rioja, La;Total;2018T1;100
17 Rioja, La;Total;2017T4;100
17 Rioja, La;Total;2017T3;100
17 Rioja, La;Total;2017T2;100
17 Rioja, La;Total;2017T1;100
17 Rioja, La;Total;2016T4;100
17 Rioja, La;Total;2016T3;100
17 Rioja, La;Total;2016T2;100
17 Rioja, La;Total;2016T1;100
17 Rioja, La;Total;2015T4;100
17 Rioja, La;Total;2015T3;100
17 Rioja, La;Total;2015T2;100
17 Rioja, La;Total;2015T1;100
17 Rioja, La;Total;2014T4;100
17 Rioja, La;Total;2014T3;100
17 Rioja, La;Total;2014T2;100
17 Rioja, La;Total;2014T1;100
17 Rioja, La;Total;2013T4;100
17 Rioja, La;Total;2013T3;100
17 Rioja, La;No se necesita ningún trabajador;2024T4;93
17 Rioja, La;No se necesita ningún trabajador;2024T3;93,8
17 Rioja, La;No se necesita ningún trabajador;2024T2;93,7
17 Rioja, La;No se necesita ningún trabajador;2024T1;95,6
17 Rioja, La;No se necesita ningún trabajador;2023T4;91,7
17 Rioja, La;No se necesita ningún trabajador;2023T3;92,3
17 Rioja, La;No se necesita ningún trabajador;2023T2;90,3
17 Rioja, La;No se necesita ningún trabajador;2023T1;91,1
17 Rioja, La;No se necesita ningún trabajador;2022T4;93,8
17 Rioja, La;No se necesita ningún trabajador;2022T3;92,5
17 Rioja, La;No se necesita ningún trabajador;2022T2;91,8
17 Rioja, La;No se necesita ningún trabajador;2022T1;94,5
17 Rioja, La;No se necesita ningún trabajador;2021T4;95,3
17 Rioja, La;No se necesita ningún trabajador;2021T3;94,2
17 Rioja, La;No se necesita ningún trabajador;2021T2;96,7
17 Rioja, La;No se necesita ningún trabajador;2021T1;94,3
17 Rioja, La;No se necesita ningún trabajador;2020T4;95,6
17 Rioja, La;No se necesita ningún trabajador;2020T3;93,2
17 Rioja, La;No se necesita ningún trabajador;2020T2;96,2
17 Rioja, La;No se necesita ningún trabajador;2020T1;96,5
17 Rioja, La;No se necesita ningún trabajador;2019T4;92,8
17 Rioja, La;No se necesita ningún trabajador;2019T3;91,6
17 Rioja, La;No se necesita ningún trabajador;2019T2;95,2
17 Rioja, La;No se necesita ningún trabajador;2019T1;94,8
17 Rioja, La;No se necesita ningún trabajador;2018T4;94,9
17 Rioja, La;No se necesita ningún trabajador;2018T3;94,3
17 Rioja, La;No se necesita ningún trabajador;2018T2;95,1
17 Rioja, La;No se necesita ningún trabajador;2018T1;94,1
17 Rioja, La;No se necesita ningún trabajador;2017T4;97,5
17 Rioja, La;No se necesita ningún trabajador;2017T3;95,3
17 Rioja, La;No se necesita ningún trabajador;2017T2;94,8
17 Rioja, La;No se necesita ningún trabajador;2017T1;95,4
17 Rioja, La;No se necesita ningún trabajador;2016T4;96,7
17 Rioja, La;No se necesita ningún trabajador;2016T3;96,2
17 Rioja, La;No se necesita ningún trabajador;2016T2;94,1
17 Rioja, La;No se necesita ningún trabajador;2016T1;93,1
17 Rioja, La;No se necesita ningún trabajador;2015T4;87,5
17 Rioja, La;No se necesita ningún trabajador;2015T3;90,1
17 Rioja, La;No se necesita ningún trabajador;2015T2;94
17 Rioja, La;No se necesita ningún trabajador;2015T1;93,5
17 Rioja, La;No se necesita ningún trabajador;2014T4;94
17 Rioja, La;No se necesita ningún trabajador;2014T3;93,5
17 Rioja, La;No se necesita ningún trabajador;2014T2;93,3
17 Rioja, La;No se necesita ningún trabajador;2014T1;87,3
17 Rioja, La;No se necesita ningún trabajador;2013T4;91,6
17 Rioja, La;No se necesita ningún trabajador;2013T3;92
17 Rioja, La;Elevado coste de contratación;2024T4;3,2
17 Rioja, La;Elevado coste de contratación;2024T3;3
17 Rioja, La;Elevado coste de contratación;2024T2;3,3
17 Rioja, La;Elevado coste de contratación;2024T1;2,4
17 Rioja, La;Elevado coste de contratación;2023T4;4,3
17 Rioja, La;Elevado coste de contratación;2023T3;4,9
17 Rioja, La;Elevado coste de contratación;2023T2;5,9
17 Rioja, La;Elevado coste de contratación;2023T1;5,5
17 Rioja, La;Elevado coste de contratación;2022T4;4,1
17 Rioja, La;Elevado coste de contratación;2022T3;4,8
17 Rioja, La;Elevado coste de contratación;2022T2;4,2
