Comunidades y Ciudades Autónomas;Sectores de actividad CNAE 2009;Componentes del coste;Periodo;Total
01 Andalucía;Industria;Coste por cotizaciones obligatorias;2012T4;629,32
01 Andalucía;Industria;Coste por cotizaciones obligatorias;2012T3;634,21
01 Andalucía;Industria;Coste por cotizaciones obligatorias;2012T2;634,25
01 Andalucía;Industria;Coste por cotizaciones obligatorias;2012T1;634,23
01 Andalucía;Industria;Coste por cotizaciones obligatorias;2011T4;623,9
01 Andalucía;Industria;Coste por cotizaciones obligatorias;2011T3;621,8
01 Andalucía;Industria;Coste por cotizaciones obligatorias;2011T2;616,19
01 Andalucía;Industria;Coste por cotizaciones obligatorias;2011T1;617,96
01 Andalucía;Industria;Coste por cotizaciones obligatorias;2010T4;610,34
01 Andalucía;Industria;Coste por cotizaciones obligatorias;2010T3;601,34
01 Andalucía;Industria;Coste por cotizaciones obligatorias;2010T2;604,67
01 Andalucía;Industria;Coste por cotizaciones obligatorias;2010T1;604,77
01 Andalucía;Industria;Coste por cotizaciones obligatorias;2009T4;593,28
01 Andalucía;Industria;Coste por cotizaciones obligatorias;2009T3;591,25
01 Andalucía;Industria;Coste por cotizaciones obligatorias;2009T2;588,46
01 Andalucía;Industria;Coste por cotizaciones obligatorias;2009T1;580,91
01 Andalucía;Industria;Coste por cotizaciones obligatorias;2008T4;592,5
01 Andalucía;Industria;Coste por cotizaciones obligatorias;2008T3;592,89
01 Andalucía;Industria;Coste por cotizaciones obligatorias;2008T2;587,26
01 Andalucía;Industria;Coste por cotizaciones obligatorias;2008T1;582,06
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2024T4;19,26
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2024T3;13,36
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2024T2;15,4
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2024T1;13,62
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2023T4;21,45
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2023T3;18,22
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2023T2;19,13
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2023T1;15,83
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2022T4;21,37
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2022T3;16,2
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2022T2;14,61
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2022T1;15,72
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2021T4;20,07
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2021T3;15,33
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2021T2;14,23
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2021T1;16,8
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2020T4;21,87
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2020T3;12,5
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2020T2;12,25
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2020T1;12,88
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2019T4;18,43
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2019T3;14,63
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2019T2;14,66
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2019T1;12,01
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2018T4;16,37
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2018T3;10,92
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2018T2;10,81
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2018T1;9,54
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2017T4;16,51
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2017T3;11,84
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2017T2;12,84
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2017T1;11,28
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2016T4;22,78
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2016T3;15,04
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2016T2;16,12
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2016T1;14,62
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2015T4;23,11
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2015T3;14,14
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2015T2;15,06
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2015T1;12,29
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2014T4;18,99
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2014T3;12,89
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2014T2;11,88
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2014T1;10,09
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2013T4;14,26
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2013T3;10,81
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2013T2;11,07
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2013T1;13,47
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2012T4;17,55
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2012T3;19,2
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2012T2;27,33
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2012T1;25,28
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2011T4;26,19
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2011T3;21,95
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2011T2;25,01
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2011T1;21,22
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2010T4;26,9
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2010T3;23,92
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2010T2;22,09
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2010T1;21,97
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2009T4;27,47
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2009T3;21,97
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2009T2;22,91
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2009T1;20,76
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2008T4;23,25
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2008T3;19,18
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2008T2;19,31
01 Andalucía;Industria;Subvenciones y bonificaciones de la S.Social;2008T1;20,2
01 Andalucía;Construcción;Coste laboral total;2024T4;2.919,22
01 Andalucía;Construcción;Coste laboral total;2024T3;2.727,65
01 Andalucía;Construcción;Coste laboral total;2024T2;2.867,43
01 Andalucía;Construcción;Coste laboral total;2024T1;2.596,09
01 Andalucía;Construcción;Coste laboral total;2023T4;2.896,34
01 Andalucía;Construcción;Coste laboral total;2023T3;2.696,88
01 Andalucía;Construcción;Coste laboral total;2023T2;2.851,65
01 Andalucía;Construcción;Coste laboral total;2023T1;2.626,97
01 Andalucía;Construcción;Coste laboral total;2022T4;2.766,26
01 Andalucía;Construcción;Coste laboral total;2022T3;2.508,42
01 Andalucía;Construcción;Coste laboral total;2022T2;2.701,41
01 Andalucía;Construcción;Coste laboral total;2022T1;2.523,26
01 Andalucía;Construcción;Coste laboral total;2021T4;2.661,17
01 Andalucía;Construcción;Coste laboral total;2021T3;2.489,02
01 Andalucía;Construcción;Coste laboral total;2021T2;2.635,29
01 Andalucía;Construcción;Coste laboral total;2021T1;2.469,91
01 Andalucía;Construcción;Coste laboral total;2020T4;2.689,41
01 Andalucía;Construcción;Coste laboral total;2020T3;2.422,19
01 Andalucía;Construcción;Coste laboral total;2020T2;2.632,8
01 Andalucía;Construcción;Coste laboral total;2020T1;2.518,66
01 Andalucía;Construcción;Coste laboral total;2019T4;2.688,66
01 Andalucía;Construcción;Coste laboral total;2019T3;2.407,53
01 Andalucía;Construcción;Coste laboral total;2019T2;2.528,17
01 Andalucía;Construcción;Coste laboral total;2019T1;2.368,8
01 Andalucía;Construcción;Coste laboral total;2018T4;2.580,23
01 Andalucía;Construcción;Coste laboral total;2018T3;2.418,44
01 Andalucía;Construcción;Coste laboral total;2018T2;2.612,94
01 Andalucía;Construcción;Coste laboral total;2018T1;2.288,68
01 Andalucía;Construcción;Coste laboral total;2017T4;2.542,97
01 Andalucía;Construcción;Coste laboral total;2017T3;2.425,8
01 Andalucía;Construcción;Coste laboral total;2017T2;2.654,48
01 Andalucía;Construcción;Coste laboral total;2017T1;2.350,12
01 Andalucía;Construcción;Coste laboral total;2016T4;2.544,47
01 Andalucía;Construcción;Coste laboral total;2016T3;2.404,71
01 Andalucía;Construcción;Coste laboral total;2016T2;2.698,33
01 Andalucía;Construcción;Coste laboral total;2016T1;2.308,08
01 Andalucía;Construcción;Coste laboral total;2015T4;2.597
01 Andalucía;Construcción;Coste laboral total;2015T3;2.410,89
01 Andalucía;Construcción;Coste laboral total;2015T2;2.602,85
01 Andalucía;Construcción;Coste laboral total;2015T1;2.445,35
01 Andalucía;Construcción;Coste laboral total;2014T4;2.668,24
01 Andalucía;Construcción;Coste laboral total;2014T3;2.416,87
01 Andalucía;Construcción;Coste laboral total;2014T2;2.555,14
01 Andalucía;Construcción;Coste laboral total;2014T1;2.421,27
01 Andalucía;Construcción;Coste laboral total;2013T4;2.913,01
01 Andalucía;Construcción;Coste laboral total;2013T3;2.543,08
01 Andalucía;Construcción;Coste laboral total;2013T2;2.803,94
01 Andalucía;Construcción;Coste laboral total;2013T1;2.633,2
01 Andalucía;Construcción;Coste laboral total;2012T4;2.684,52
01 Andalucía;Construcción;Coste laboral total;2012T3;2.451,64
01 Andalucía;Construcción;Coste laboral total;2012T2;2.761,67
01 Andalucía;Construcción;Coste laboral total;2012T1;2.510,78
01 Andalucía;Construcción;Coste laboral total;2011T4;2.852,17
01 Andalucía;Construcción;Coste laboral total;2011T3;2.465,07
01 Andalucía;Construcción;Coste laboral total;2011T2;2.630,59
01 Andalucía;Construcción;Coste laboral total;2011T1;2.433,35
01 Andalucía;Construcción;Coste laboral total;2010T4;2.592,71
01 Andalucía;Construcción;Coste laboral total;2010T3;2.317,53
01 Andalucía;Construcción;Coste laboral total;2010T2;2.571,63
01 Andalucía;Construcción;Coste laboral total;2010T1;2.424,67
01 Andalucía;Construcción;Coste laboral total;2009T4;2.505,42
01 Andalucía;Construcción;Coste laboral total;2009T3;2.386,78
01 Andalucía;Construcción;Coste laboral total;2009T2;2.459,01
01 Andalucía;Construcción;Coste laboral total;2009T1;2.395,71
01 Andalucía;Construcción;Coste laboral total;2008T4;2.459,6
01 Andalucía;Construcción;Coste laboral total;2008T3;2.293,7
01 Andalucía;Construcción;Coste laboral total;2008T2;2.337,67
01 Andalucía;Construcción;Coste laboral total;2008T1;2.257,56
01 Andalucía;Construcción;Coste salarial total;2024T4;2.054,34
01 Andalucía;Construcción;Coste salarial total;2024T3;1.848,58
01 Andalucía;Construcción;Coste salarial total;2024T2;2.001,07
01 Andalucía;Construcción;Coste salarial total;2024T1;1.742,15
01 Andalucía;Construcción;Coste salarial total;2023T4;2.064,67
01 Andalucía;Construcción;Coste salarial total;2023T3;1.863,28
01 Andalucía;Construcción;Coste salarial total;2023T2;2.033,19
01 Andalucía;Construcción;Coste salarial total;2023T1;1.811,34
01 Andalucía;Construcción;Coste salarial total;2022T4;1.961,75
01 Andalucía;Construcción;Coste salarial total;2022T3;1.722,49
01 Andalucía;Construcción;Coste salarial total;2022T2;1.905,65
01 Andalucía;Construcción;Coste salarial total;2022T1;1.722,88
01 Andalucía;Construcción;Coste salarial total;2021T4;1.906,45
01 Andalucía;Construcción;Coste salarial total;2021T3;1.729,3
01 Andalucía;Construcción;Coste salarial total;2021T2;1.858,97
01 Andalucía;Construcción;Coste salarial total;2021T1;1.690,26
01 Andalucía;Construcción;Coste salarial total;2020T4;1.926,52
01 Andalucía;Construcción;Coste salarial total;2020T3;1.675,47
01 Andalucía;Construcción;Coste salarial total;2020T2;1.893,04
01 Andalucía;Construcción;Coste salarial total;2020T1;1.733,1
01 Andalucía;Construcción;Coste salarial total;2019T4;1.914,71
01 Andalucía;Construcción;Coste salarial total;2019T3;1.662,19
01 Andalucía;Construcción;Coste salarial total;2019T2;1.768,69
01 Andalucía;Construcción;Coste salarial total;2019T1;1.618,32
01 Andalucía;Construcción;Coste salarial total;2018T4;1.843,96
01 Andalucía;Construcción;Coste salarial total;2018T3;1.685,62
01 Andalucía;Construcción;Coste salarial total;2018T2;1.867,65
01 Andalucía;Construcción;Coste salarial total;2018T1;1.553,98
01 Andalucía;Construcción;Coste salarial total;2017T4;1.785,03
01 Andalucía;Construcción;Coste salarial total;2017T3;1.660,7
01 Andalucía;Construcción;Coste salarial total;2017T2;1.896,39
01 Andalucía;Construcción;Coste salarial total;2017T1;1.613,71
01 Andalucía;Construcción;Coste salarial total;2016T4;1.811,96
01 Andalucía;Construcción;Coste salarial total;2016T3;1.645,16
01 Andalucía;Construcción;Coste salarial total;2016T2;1.933,44
01 Andalucía;Construcción;Coste salarial total;2016T1;1.559,79
01 Andalucía;Construcción;Coste salarial total;2015T4;1.810,35
01 Andalucía;Construcción;Coste salarial total;2015T3;1.643,41
01 Andalucía;Construcción;Coste salarial total;2015T2;1.787,56
01 Andalucía;Construcción;Coste salarial total;2015T1;1.646,92
01 Andalucía;Construcción;Coste salarial total;2014T4;1.909,24
01 Andalucía;Construcción;Coste salarial total;2014T3;1.666,15
01 Andalucía;Construcción;Coste salarial total;2014T2;1.776,18
01 Andalucía;Construcción;Coste salarial total;2014T1;1.612,48
01 Andalucía;Construcción;Coste salarial total;2013T4;2.046,86
01 Andalucía;Construcción;Coste salarial total;2013T3;1.700,7
01 Andalucía;Construcción;Coste salarial total;2013T2;1.964,37
01 Andalucía;Construcción;Coste salarial total;2013T1;1.805,73
01 Andalucía;Construcción;Coste salarial total;2012T4;1.895,67
01 Andalucía;Construcción;Coste salarial total;2012T3;1.684,32
01 Andalucía;Construcción;Coste salarial total;2012T2;1.874,6
01 Andalucía;Construcción;Coste salarial total;2012T1;1.694,52
01 Andalucía;Construcción;Coste salarial total;2011T4;2.007,33
01 Andalucía;Construcción;Coste salarial total;2011T3;1.666,12
01 Andalucía;Construcción;Coste salarial total;2011T2;1.837,13
01 Andalucía;Construcción;Coste salarial total;2011T1;1.649,2
01 Andalucía;Construcción;Coste salarial total;2010T4;1.851,02
01 Andalucía;Construcción;Coste salarial total;2010T3;1.575,11
01 Andalucía;Construcción;Coste salarial total;2010T2;1.813,54
01 Andalucía;Construcción;Coste salarial total;2010T1;1.653,28
01 Andalucía;Construcción;Coste salarial total;2009T4;1.759,51
01 Andalucía;Construcción;Coste salarial total;2009T3;1.626,66
01 Andalucía;Construcción;Coste salarial total;2009T2;1.667,6
01 Andalucía;Construcción;Coste salarial total;2009T1;1.585,1
01 Andalucía;Construcción;Coste salarial total;2008T4;1.710,12
01 Andalucía;Construcción;Coste salarial total;2008T3;1.590,9
01 Andalucía;Construcción;Coste salarial total;2008T2;1.617,51
01 Andalucía;Construcción;Coste salarial total;2008T1;1.554,76
01 Andalucía;Construcción;Coste salarial ordinario;2024T4;1.710,11
01 Andalucía;Construcción;Coste salarial ordinario;2024T3;1.715,06
01 Andalucía;Construcción;Coste salarial ordinario;2024T2;1.700,71
01 Andalucía;Construcción;Coste salarial ordinario;2024T1;1.672,32
01 Andalucía;Construcción;Coste salarial ordinario;2023T4;1.708,33
01 Andalucía;Construcción;Coste salarial ordinario;2023T3;1.741,49
01 Andalucía;Construcción;Coste salarial ordinario;2023T2;1.724,97
01 Andalucía;Construcción;Coste salarial ordinario;2023T1;1.727,79
01 Andalucía;Construcción;Coste salarial ordinario;2022T4;1.660,36
01 Andalucía;Construcción;Coste salarial ordinario;2022T3;1.629,09
01 Andalucía;Construcción;Coste salarial ordinario;2022T2;1.653,67
01 Andalucía;Construcción;Coste salarial ordinario;2022T1;1.635,17
